iterations,first loss function,second loss function,third loss function,norm of d,measure of Pareto stationarity
0,0.7048921585083008,0.07832165062427521,0.07926766574382782,0.1597297042608261,0.04612748697400093
1,0.7042713165283203,0.07825078815221786,0.07919453084468842,0.15947216749191284,0.0461566299200058
2,0.7036528587341309,0.0781799927353859,0.07912146300077438,0.15921461582183838,0.046187419444322586
3,0.7030366659164429,0.07810927927494049,0.07904846221208572,0.15895988047122955,0.04621720314025879
4,0.7024228572845459,0.07803863286972046,0.07897552102804184,0.158706396818161,0.046247947961091995
5,0.7018112540245056,0.0779680535197258,0.07890265434980392,0.15845458209514618,0.046277593821287155
6,0.7012019157409668,0.07789753377437592,0.07882984727621078,0.1582077145576477,0.04630695655941963
7,0.7005948424339294,0.0778271034359932,0.07875710725784302,0.15795645117759705,0.046336445957422256
8,0.699989914894104,0.07775671780109406,0.07868441939353943,0.15771277248859406,0.046368323266506195
9,0.69938725233078,0.07768640667200089,0.0786118283867836,0.157463937997818,0.0464000478386879
10,0.698786735534668,0.07761615514755249,0.07853927463293076,0.1572187840938568,0.04643089696764946
11,0.6981884837150574,0.07754597812891006,0.07846680283546448,0.15697500109672546,0.0464625209569931
12,0.6975923180580139,0.07747586071491241,0.07839437574148178,0.15673579275608063,0.0464942529797554
13,0.6969982981681824,0.07740580290555954,0.07832202315330505,0.15649347007274628,0.04652584716677666
14,0.6964064836502075,0.07733580470085144,0.0782497450709343,0.1562536656856537,0.0465567521750927
15,0.6958167552947998,0.07726588845252991,0.07817750424146652,0.15601733326911926,0.04658801853656769
16,0.6952291131019592,0.07719601690769196,0.07810535281896591,0.15578287839889526,0.04661944508552551
17,0.694643497467041,0.07712621241807938,0.07803323864936829,0.1555473953485489,0.04665173962712288
18,0.6940600275993347,0.07705646008253098,0.07796118408441544,0.1553143709897995,0.04668590426445007
19,0.693478524684906,0.07698678225278854,0.07788918912410736,0.15508218109607697,0.04671873524785042
20,0.6928991079330444,0.0769171491265297,0.07781726121902466,0.15484724938869476,0.04675179347395897
21,0.6923218369483948,0.07684757560491562,0.07774537801742554,0.15461912751197815,0.046784985810518265
22,0.6917464733123779,0.07677806168794632,0.07767355442047119,0.15438979864120483,0.04681820794939995
23,0.6911730766296387,0.0767085999250412,0.07760181277990341,0.15416379272937775,0.04685181379318237
24,0.6906017661094666,0.07663920521736145,0.07753008604049683,0.15393780171871185,0.046886034309864044
25,0.6900323033332825,0.07656984776258469,0.07745841890573502,0.1537150740623474,0.04691934958100319
26,0.6894649267196655,0.0765005573630333,0.07738682627677917,0.15349078178405762,0.04695296660065651
27,0.6888994574546814,0.07643131911754608,0.07731525599956512,0.1532699018716812,0.046987384557724
28,0.6883359551429749,0.07636214047670364,0.07724374532699585,0.1530454307794571,0.04702261835336685
29,0.6877743601799011,0.07629299908876419,0.07717230170965195,0.152823805809021,0.04705709218978882
30,0.6872146129608154,0.07622392475605011,0.07710091024637222,0.15260480344295502,0.047091346234083176
31,0.6866568326950073,0.07615489512681961,0.07702955603599548,0.15238668024539948,0.04712654650211334
32,0.686100959777832,0.07608592510223389,0.07695825397968292,0.1521691083908081,0.047160111367702484
33,0.6855469942092896,0.07601699233055115,0.07688700407743454,0.15195214748382568,0.04719603434205055
34,0.6849948763847351,0.07594813406467438,0.07681580632925034,0.1517365425825119,0.047230545431375504
35,0.6844446659088135,0.07587930560112,0.07674465328454971,0.15152323246002197,0.04726530611515045
36,0.6838961839675903,0.07581053674221039,0.07667355239391327,0.1513085961341858,0.04730119928717613
37,0.683349609375,0.07574182003736496,0.07660248875617981,0.1510947197675705,0.04733806848526001
38,0.6828048825263977,0.07567314058542252,0.07653150707483292,0.1508827805519104,0.04737415537238121
39,0.6822620034217834,0.07560451328754425,0.07646053284406662,0.15067368745803833,0.047409866005182266
40,0.6817208528518677,0.07553594559431076,0.0763896107673645,0.15046139061450958,0.04744794964790344
41,0.6811815500259399,0.07546742260456085,0.07631874084472656,0.15024901926517487,0.04748387634754181
42,0.6806440949440002,0.07539893686771393,0.0762479156255722,0.15004034340381622,0.047520995140075684
43,0.6801084280014038,0.07533050328493118,0.07617715001106262,0.14983460307121277,0.04755778610706329
44,0.6795744299888611,0.07526211440563202,0.07610640674829483,0.14962612092494965,0.0475948303937912
45,0.6790422797203064,0.07519377022981644,0.07603573799133301,0.14942298829555511,0.04763130843639374
46,0.678511917591095,0.07512546330690384,0.07596509903669357,0.1492196023464203,0.047668538987636566
47,0.6779832243919373,0.07505721598863602,0.07589448988437653,0.14901460707187653,0.0477047935128212
48,0.6774562001228333,0.07498902082443237,0.07582396268844604,0.1488117277622223,0.047742102295160294
49,0.6769310235977173,0.07492085546255112,0.07575343549251556,0.14861172437667847,0.04777970910072327
50,0.676407516002655,0.07485273480415344,0.07568298280239105,0.14840906858444214,0.04781835898756981
51,0.6758856773376465,0.07478465884923935,0.07561258226633072,0.14821119606494904,0.04785490408539772
52,0.6753655672073364,0.07471662014722824,0.07554220408201218,0.14801223576068878,0.04789268225431442
53,0.6748470664024353,0.07464863359928131,0.07547187805175781,0.14781679213047028,0.047931890934705734
54,0.6743302345275879,0.07458067685365677,0.07540158927440643,0.1476222425699234,0.047969307750463486
55,0.673815131187439,0.0745127722620964,0.07533130794763565,0.14742693305015564,0.04801042750477791
56,0.6733015179634094,0.07444489747285843,0.07526110112667084,0.14723418653011322,0.04804820567369461
57,0.6727896332740784,0.07437705993652344,0.07519091665744781,0.1470412164926529,0.0480850525200367
58,0.6722793579101562,0.07430928945541382,0.07512076199054718,0.14684845507144928,0.04812362417578697
59,0.6717706918716431,0.0742415264248848,0.07505066692829132,0.14665497839450836,0.04816344380378723
60,0.6712637543678284,0.07417382299900055,0.07498060911893845,0.14646273851394653,0.04820294305682182
61,0.6707582473754883,0.0741061419248581,0.07491058111190796,0.1462712585926056,0.04824317991733551
62,0.6702544093132019,0.07403851300477982,0.07484057545661926,0.14608469605445862,0.0482817068696022
63,0.6697522401809692,0.07397091388702393,0.07477061450481415,0.1458963006734848,0.04832180589437485
64,0.669251561164856,0.07390335202217102,0.07470070570707321,0.14570976793766022,0.048360422253608704
65,0.6687524318695068,0.0738358274102211,0.07463081181049347,0.14552244544029236,0.04839996621012688
66,0.6682548522949219,0.07376834750175476,0.07456094026565552,0.1453339159488678,0.048440393060445786
67,0.6677588820457458,0.07370088994503021,0.07449114322662354,0.14514802396297455,0.04847994074225426
68,0.6672643423080444,0.07363349199295044,0.07442136108875275,0.1449628323316574,0.048518914729356766
69,0.6667715311050415,0.07356610894203186,0.07435160875320435,0.14478011429309845,0.04855863004922867
70,0.6662801504135132,0.07349878549575806,0.07428192347288132,0.1445978283882141,0.048599742352962494
71,0.6657902002334595,0.07343146950006485,0.0742122232913971,0.14441533386707306,0.048638999462127686
72,0.6653018593788147,0.07336421310901642,0.07414259761571884,0.14423319697380066,0.048677101731300354
73,0.6648150086402893,0.07329697906970978,0.07407297194004059,0.1440500169992447,0.04871736094355583
74,0.6643296480178833,0.07322977483272552,0.07400340586900711,0.14386813342571259,0.04875805228948593
75,0.6638458371162415,0.07316262274980545,0.07393387705087662,0.14368855953216553,0.048798203468322754
76,0.6633633971214294,0.07309549301862717,0.07386435568332672,0.14350908994674683,0.04883795231580734
77,0.6628825068473816,0.07302840799093246,0.0737949088215828,0.14332765340805054,0.04887844994664192
78,0.6624031066894531,0.07296134531497955,0.07372545450925827,0.14314864575862885,0.048920728266239166
79,0.661925196647644,0.07289432734251022,0.07365605980157852,0.14296986162662506,0.04896215349435806
80,0.6614487767219543,0.07282733172178268,0.07358667999505997,0.1427903175354004,0.04900343716144562
81,0.6609737873077393,0.07276038080453873,0.0735173374414444,0.14261117577552795,0.0490446612238884
82,0.660500168800354,0.07269345968961716,0.07344803959131241,0.14243382215499878,0.04908628761768341
83,0.6600280404090881,0.07262657582759857,0.07337875664234161,0.14225932955741882,0.04912809655070305
84,0.6595574617385864,0.07255970686674118,0.0733095034956932,0.14208032190799713,0.04916827008128166
85,0.6590883135795593,0.07249289005994797,0.07324028760194778,0.14190593361854553,0.049209143966436386
86,0.6586205363273621,0.07242610305547714,0.07317110896110535,0.141733318567276,0.04925154149532318
87,0.6581541299819946,0.0723593458533287,0.0731019675731659,0.14155526459217072,0.04929492622613907
88,0.6576892137527466,0.07229261845350266,0.07303284108638763,0.14138202369213104,0.04933759197592735
89,0.6572256684303284,0.0722259134054184,0.07296372950077057,0.14120784401893616,0.049380287528038025
90,0.6567636132240295,0.07215925306081772,0.07289468497037888,0.14103445410728455,0.04942094534635544
91,0.6563029289245605,0.07209261506795883,0.07282564789056778,0.1408623605966568,0.04946405068039894
92,0.6558436155319214,0.07202601432800293,0.07275661826133728,0.14069081842899323,0.04950668290257454
93,0.6553857326507568,0.07195944339036942,0.07268764078617096,0.1405196338891983,0.049547262489795685
94,0.6549292206764221,0.07189290225505829,0.07261871546506882,0.1403488963842392,0.04959231615066528
95,0.6544740200042725,0.07182640582323074,0.07254978269338608,0.14017872512340546,0.04963500052690506
96,0.6540202498435974,0.0717599093914032,0.07248088717460632,0.14000850915908813,0.04967864230275154
97,0.653567910194397,0.07169346511363983,0.07241203635931015,0.13983657956123352,0.04972223564982414
98,0.6531168818473816,0.07162704318761826,0.07234317809343338,0.13967059552669525,0.04976445436477661
99,0.652667224407196,0.07156065851449966,0.07227436453104019,0.13950122892856598,0.04980751872062683
100,0.6522188782691956,0.07149429619312286,0.07220558077096939,0.13933278620243073,0.049851030111312866
101,0.6517719030380249,0.07142795622348785,0.07213682681322098,0.13916391134262085,0.049895767122507095
102,0.6513262987136841,0.07136166095733643,0.07206810265779495,0.13899782299995422,0.04994061589241028
103,0.6508820056915283,0.0712953731417656,0.07199939340353012,0.13883118331432343,0.049984220415353775
104,0.6504390835762024,0.07122913748025894,0.07193070650100708,0.13866382837295532,0.050026655197143555
105,0.6499974727630615,0.07116291671991348,0.07186205685138702,0.1384996771812439,0.05007072165608406
106,0.6495571136474609,0.07109672576189041,0.07179342955350876,0.13833320140838623,0.05011590197682381
107,0.649118185043335,0.07103057205677032,0.07172483205795288,0.13816706836223602,0.05016063526272774
108,0.648680567741394,0.07096441835165024,0.07165627181529999,0.13800182938575745,0.050204046070575714
109,0.6482442021369934,0.07089832425117493,0.0715877041220665,0.13784153759479523,0.05024757608771324
110,0.6478090882301331,0.07083224505186081,0.07151919603347778,0.13768135011196136,0.050292007625103
111,0.6473752856254578,0.07076618820428848,0.07145069539546967,0.13751967251300812,0.05033745616674423
112,0.6469427943229675,0.07070017606019974,0.07138222455978394,0.13735364377498627,0.05038309842348099
113,0.6465115547180176,0.07063417136669159,0.07131377607584,0.13719035685062408,0.05042755603790283
114,0.6460816264152527,0.07056821137666702,0.07124535739421844,0.13702727854251862,0.05047159641981125
115,0.6456530690193176,0.07050226628780365,0.07117696106433868,0.13686181604862213,0.05051634833216667
116,0.6452257037162781,0.07043635845184326,0.07110859453678131,0.13669955730438232,0.05056145787239075
117,0.6447996497154236,0.07037047296762466,0.07104025036096573,0.13653895258903503,0.05060690641403198
118,0.6443749070167542,0.07030462473630905,0.07097194343805313,0.13637760281562805,0.05065177381038666
119,0.643951416015625,0.07023879140615463,0.07090362906455994,0.13621662557125092,0.050696197897195816
120,0.6435291171073914,0.0701729953289032,0.07083535939455032,0.13605675101280212,0.05074179545044899
121,0.6431081891059875,0.07010722160339355,0.0707671195268631,0.13589517772197723,0.05078568682074547
122,0.6426883935928345,0.0700414776802063,0.07069890946149826,0.1357342153787613,0.050832197070121765
123,0.6422699093818665,0.06997575610876083,0.07063070684671402,0.13557220995426178,0.05087758228182793
124,0.6418527364730835,0.06991006433963776,0.07056254148483276,0.13541261851787567,0.050924818962812424
125,0.6414368152618408,0.06984440237283707,0.0704943835735321,0.1352543830871582,0.05096931755542755
126,0.6410220861434937,0.06977876275777817,0.07042624801397324,0.13509449362754822,0.051014676690101624
127,0.640608549118042,0.06971313804388046,0.07035816460847855,0.1349342316389084,0.05105962976813316
128,0.6401963233947754,0.06964756548404694,0.07029009610414505,0.13477559387683868,0.05110551044344902
129,0.6397853493690491,0.0695820078253746,0.07022204995155334,0.1346188187599182,0.05115298181772232
